TEXTO,LABEL
mejorar deseo nochebuena humanidad tocar año difícil inesperado argentino argentino contar presentar saber recuperar feliznochebuena feliznavidad,POSITIVO
agarrar hércules invadir pfizer ser dormir ministro,NEUTRO
volver contactar insistir pagar facturar jamar contratar habiéndonos dar bajo mesar indicar incidencia resolver vergonzoso año cliente ser peor,NEGATIVO
modo coméndome tenedor postrar confundín volver,NEUTRO
ley injusto demagógico reaccionario alegar compasion hipertrofiar autonomía,NEUTRO
cuartar diciembre consecutivo pasar sobrio chingon verdad,NEUTRO
principado incrementar restricción movilidad interacción social llamamiento prudencia,NEUTRO
único clásico disputar derrotar peñarol campeón uruguayo,NEUTRO
saber nosa empresa inserción laboral integral xardinería creación,NEUTRO
comprar puesto informal comercio formal ayudar economía generar empleo,NEUTRO
necesitar poder colaborar acoger necesidad especial relleno cuestionario,NEUTRO
espiritualidad poblar,NEUTRO
dosis comprar hacer propaganda gobbeliana,NEUTRO
consultaches ofertar emprego visitar nosa web,NEUTRO
invitar compartir mesar familia seguir generar ingreso ser querido esperar club codistribuidores independiente,NEUTRO
pasar año mierda hacer poder altura emocionar poder acercarme vida normal,NEGATIVO
circo capacidad,NEUTRO
final feliz dávalos regresar parejo temer página,POSITIVO
feliz junto canichones querer abrazar distanciar,POSITIVO
país salir personaje perverso ineficiente señor cafiero tiempo cambiar iluminar solo expresión desear realidad ver,NEGATIVO
único rescatar año querer morir agarrar bolso irme mierda,NEGATIVO
acábolle preguntar verde encarnar,NEUTRO
famoso foto soldar jugar fútbol tregua navidad año establecer tregua recoger herir confraternizar práctico eliminar oficial,NEUTRO
esperar demostrar excelente segundar bordar tibio moderar inseguro capitán,NEUTRO
guerrillero hdta llevar impoluto inquisidor juzgar condenar calidad moral hacerlo denunciar guerrillero izquierdista año asesinar guatemalteco embajador,NEGATIVO
motivación mejorar youtubers crítico vestir agradecer,NEUTRO
entender desarrollar talento ser permitir promocionar titular aprobar,NEUTRO
ejercitar descargar bulto mercar zona alto riesgo remoción masa invasión,NEUTRO
nosa técnico programar dana jéssica último lección mito,NEUTRO
proverbio valer pobre intachable necio embustero,NEUTRO
aspecto curioso peligroso cultura laboral,NEGATIVO
mejorar deseo pequeñosgrandes racinguistas encargar cuidar inculcar sentimiento feliz nochebuena ojo turrón salud,POSITIVO
golpista coincidir aplaudir tipo periodismo aristegui cuestionar investigar campechaneando smol servil alegrar terminar felipa,NEGATIVO
gracia igual desear feliz inolvidable nochebuena rodear animalitos amigo familia bendecida cuídence felicitar cumplir gracia,POSITIVO
ser desalmar hijo puto hacer caer auténtico vergüenza,NEGATIVO
comparación dar onda dende marzo total,NEUTRO
contagio vacuno entender magnitud crisis quedo,NEUTRO
modelar mujer baskebolista,NEUTRO
insólito inentendible posible día salir equipar ser salir,NEUTRO
nuevo película encantar llevar mágico fam,NEUTRO
canal trabajar marzo creeme atender muchisimos caso dia ademar podar sacar turnar oficina,NEUTRO
bueno recuerdo juntar hijo nieto bis nieto,NEUTRO
momento proteger poner disposición denunciar digital plataforma ágil rápido intuitivo,NEGATIVO
mensaje majestad rey reiterar posición constante marrueco cuestión palestino basar solución estar convenir compromiso negociación partir israelí,NEUTRO
saber ir trabajar short empresa mecanica teniamos ropa trabajar entender ropa incomodar saber timing look presentar queria usar banda ir,NEUTRO
llegar nuevo fin ciclar fin ciclar llegar reelección cómodo seguir tibieza tomar decisión falto transparencia inversión real infraestructura seguir club personar,NEUTRO
último hora militante partir revolucionario institucional sedar rechazar,NEUTRO
feliznavidad gracia osiños ingrediente salud amistar ilusión,POSITIVO
nosa temos servizo inclusión sociolaboral inclusión,NEUTRO
inés arrimar izquierdo españolar,NEUTRO
personar llamar extrañar incómodo querer ser nombradx adir hacer onvrezote ir,NEUTRO
poner atención,NEUTRO
outfit soñar,POSITIVO
inaugurar camino hecho gente causar alegría inspirar salir https,NEUTRO
club lamentar sensible fallecimiento expresar,NEGATIVO
saber alcanzar longitud mamífero usar abrir introducirla,NEUTRO
ser posible folclórico relajar importaculistas caracterizar ciudadanosgracias christmas happy confinamiento,NEUTRO
querer pedir pequeño humilde regalito recibirme perro,NEUTRO
seriar solo lle,NEUTRO
día haz agradecer tener personar kilómetro haz feliz día sentir increíble íntegro artista ser humanar,POSITIVO
aprender hacer meditación respirar inspirar saber decir querer decir poner nervioso gustar conejo,NEUTRO
admirable taliana sincerar redar incurable insospechado enfermedad,NEUTRO
contar vez decir dar respuesta decente,NEUTRO
izquierdo miserable patriota ojo piojo,NEUTRO
cortar aceptar hombre durar año detener autoridad judicial perder,NEUTRO
condenar tener morir causar vacuno testeada inocular prepo,NEUTRO
intervención militar sujeto condicionar reestructuración inmediato plano político institucional venezolano quedar designar defecto participación chavismo igual,NEUTRO
seguro naco ignorante saber físico clásico,NEUTRO
peor exhibir programar igual terminar llorar niño hablar repasar poner,NEGATIVO
gobernar llenar corrupto incompetente solo referir alto esfera nivel básico poner sellar permiso vacuno cercano tener solución pandemia vizcarra,NEUTRO
peudo esoty hsta comn rotar otnaopt,NEUTRO
salvajada cacería ser perpetrar cazador españolar sospechar,NEGATIVO
trabajador matar cosechar salvajismo tomar control,NEUTRO
patada ahogar supuesto error precedente,NEGATIVO
hacer ir corrupto unir,NEGATIVO
querer retornar bueno deseo intención continuar recorrer azul reunir compartir bueno momento abrazar gigante cumana,NEUTRO
preguntar sacar porcentaje responder preguntar,NEUTRO
corrupción ineficiencia culpar medicos cubano nación salir mostrar solidaridad solicitar ayudar medicos nombrar salir protestar arreglar,NEGATIVO
acto gente malo indeferencia gente bueno,NEGATIVO
queridasos todasos desear feliz fiesta llenar salud amor ilusión,POSITIVO
presidente electo cártel cali hablar sandez incoherencia bandido rendir contar,NEUTRO
ver derecho ser intocable innombrable chistar,NEUTRO
palabrería barato inútil límite descarar ocurrir paso,NEUTRO
anunciar jueves destitución entrenador mediar año último temporada contratar club capital argentino pochettino favorito hacerse cargar equipar mexspo,NEUTRO
partir programar misiónnavidad entregar alimento estudio,NEUTRO
hacer trabajar desarrollar lgtbfobia aula ba,NEUTRO
ladrón criminal mutilador representar sector enajenar asesinar torturar hacer desaparecer chileno absoluto impunidad cristiano demócrata,NEGATIVO
levar sen comprar argumentar principiar decir atopo efecto contrario alguén pensar falamos realidá asumir variante ejpañol,NEUTRO
grande capitalista gente poseedor grande cultivo grande maquinaria ver apoyar hacer relajar obligatorio bueno formar ejemplo bueno sustentar trabajar,NEUTRO
precioso novio adorar importante alegrar volver cercano odiar personar compartir coser querer feliz navidad,POSITIVO
hombre durar año detención preventivo expedientar perder cortar constitucional ordenar dejarlo libertar inmediat,NEUTRO
continuar acompañar partir construcción procesar revolucionario justar inclusiv,NEUTRO
jajajajajajaja cantar tú empezar año,NEUTRO
ser tener idiota presidente imponer malvado,NEGATIVO
conocimiento izquierdo derecho iletrado irresponsable opinar tener conocimiento regir vida peruano ciudadano gustar respetar cumplir reformar,NEUTRO
leñero latinoamericano vaccinata,NEUTRO
acabar informar lider oposición vender información tuiteros amigo,NEUTRO
reinaa pedir perdón entendible llorar ir ser mutuals amar dios,POSITIVO
muerte vida esperar,NEGATIVO
porqué ser personar cuadrar salud delicado decidir guardar medir,NEUTRO
ver ver verrrr decembro último día ver,NEUTRO
penar malo costumbre llamar conocer escuchar educar,NEGATIVO
año pasar hallacas puro venezolano hacer año tocar primero navidad mexicano,NEUTRO
decir vez basquetbol alto nivel competitivo,NEUTRO
historia energía limpio eólico geotérmico hidroeléctrico,NEUTRO
tráfico vacuno isla pala falto moral extinto compasión,NEUTRO
dejar diputación cáceres gran mujer sencillo trabajador comprometer,NEUTRO
saber importancia responsabilidad mandato constitucional acordar estructurar jerárquico democracia jefe ley general fuerza,NEUTRO
pendiente mandar varón,NEUTRO
esperar abrir regalo ir ponerme orto amigo,NEGATIVO
tremendo despierto hacer coser minuto sentir sillón ver estou cansar coser hacer,NEUTRO
formar xenofoba inhumano estilar decidir,NEGATIVO
olvidar ser críticaste,NEUTRO
ser personar inteligente conocer admirar trabajar escribir cosita alto parejo jugar carta,NEUTRO
maestro periodista secretar voz respetuoso criterio fuente independencia,NEUTRO
mejor cuarentena músico sonido punto,NEUTRO
contar sacar lindar intensar,NEUTRO
ibáñezprincesadeasturias reir padre página,NEUTRO
falso sugerir elegir impactar covid salud impactar económico bloqueo malo salud causar escasez riqueza personar activo enfermo trabajar dependiente afectar pobre,NEGATIVO
ver trabajar comunicador hablar gobernar decir hacer periodismo responsable resaltar logro investigar malo gestión defender malo vizcarra criticable saludo,NEGATIVO
titular recorrer vivienda accesible construcción barranquera,NEUTRO
objetivar vender incendiario bueno chistar,NEUTRO
tigere aflojar botella coser boca beber,NEUTRO
soberano poblar salvadoreño solución mano destruir partir político imponer democracia directo plebiscito referéndum refundar patrio salvadoreño prohibidoolvidar,NEUTRO
chavusta petro pedazo periodista promover incitar censurar comunicación ir pelar cobrar verdadero neochavistas,NEUTRO
dirigir nación anunciar acordar,NEUTRO
preociosa hiperbólico reseñar,NEUTRO
decir oír capítulo invitar investidura,NEUTRO
andar buscar santo grial verdadero símbolo llevar doblar alegría pasar enviar,NEUTRO
argentinadesigual dar argentino posibilidad reunirse grupo,NEUTRO
justicia social ser entender incumplimiento norma,NEGATIVO
cabelo encarnar provén vir calquera sitiar seica,NEUTRO
querer sacar tarjeta crédito promerica,NEUTRO
presupuestar sector año diputar aguinaldo dieta enorme insultante saqueo superdelegados siervo programar social escuela becar joven construir futuro,NEUTRO
ladrón izquierdo rey mérito parentelagracias desmán indecente mezquino insolidario derechona entero maduro machohembra,NEUTRO
terrorífico voltearlos,NEUTRO
nochedepaz social internacional paz interior,POSITIVO
convertir primero mexicano ser vacunar,NEUTRO
agradecer personar asistir barrio día gambino,NEUTRO
encantar desearos feliz celebrar gente morir importar diverti,POSITIVO
muchísimas amigar familia,NEUTRO
jinete feliz,POSITIVO
problema intolerancia imposición delito,NEUTRO
plataforma patriótico querer mandar condolencia fallecimiento cnel,NEUTRO
caber mencionar cooperación complementar firmar acta donación insumo entregar luchar covid tomar mostrar kit extracción hisopo diverso taiwanpuedeayudar,NEUTRO
bueno noticiar vacuno llegar malo gozar ser gobernar mediocre ignorante,NEGATIVO
jajajajajajjajajajjajajajja suponer estudiar papel oposición hoja carrera,NEUTRO
elección morenapvempt percepción importar probar,NEUTRO
tener amigo problema visión famoso operación funcionar vez inclusive creer dejar creer pasar preocupar punto certificar idóneo,NEUTRO
hermoso voz divino amar llorar mejor regalar tener,NEGATIVO
entrevistar analista investigador,NEUTRO
dejar coser fácil venir aplanador electoral pintar derecho,NEUTRO
pasar horario,NEUTRO
votar contener ir reconstruir país,NEUTRO
concentrar conocer ignorar conocer confiar,NEUTRO
pandemia dejar sentir precio crustáceo valorar similar saber,NEUTRO
imaginar personar fernanda familiar ir ir vacunar país,NEUTRO
volver samantha exitoso franquicia volver pequeño pantalla reboot limitar emitir incluir temporada película,NEUTRO
gran mayoría personal basar imss comorbilidades atención recaer personal eventual residente interno suponer actualizar derecho pasar,NEUTRO
camino interrumpir repente infinito fácil ser igualito caminar murmurar seguir mente,NEUTRO
sanaka discursar extenso resultar tedioso aburrir deber contener incoherente repetitivo insolvente relatar,NEUTRO
penaria actuar fundamentar honetidad aaaayyyy,NEUTRO
jueves filipenses suplir falto conformar riqueza,POSITIVO
fecho dejar alimaña asesino compartir mejorar deseo odiar vileza alevosía,NEUTRO
cuestionar tratar tener asesoría veterinario etologos tiempo punto vestir relevante,NEUTRO
plínio,NEUTRO
dar penar sacar noticiar idiota inocentada país seriar espiar querer aprender corrupción desfachatez impunidad,NEGATIVO
líder incrementar salariar mínimo insistir redu,NEUTRO
robar vacuno querer,NEGATIVO
entusiasmar entereza continuar construir camino formidable participación solidaridad comunidad,NEUTRO
día nefasto intrascendente vida día alejar realidad personar,NEUTRO
canción hermoso especial escuchar hacer noche bueno mejorar,NEUTRO
hijo suponer infidelidad suicidar hora hombre poner mensaje facebook acusar parejo haberlo engañar pasar diciembre policía llevar cabo macabro hallazgo,NEUTRO
familiar venir decir teoría derramar,NEUTRO
animámos personal sanitario abusar temporalidad concentrarse enero isla,NEUTRO
convocatorio becar formación organismo autónomo desigualdadessocialessalud arteterapia prevencionsoledad comunidadescompasivas medicos informaticos,NEUTRO
enseriar mejor hacer,NEUTRO
padre hijo igualar imbécil,NEGATIVO
pensar día ensinei foto teta,NEUTRO
verdura cenar choclo poroto verde cebolla verdu,NEUTRO
comunidad mejorar deseo vivo sano abrazar grupal virtual,NEUTRO
fué capaz perdonarle vida inocente indefenso comer navideño esclavitud cambiar color especie pecar mortal entornar corrupción violencia perdón,NEGATIVO
importante dormir miel triunfalismo partir jugar,NEUTRO
mejorar regalo recibir navidad,POSITIVO
casar implicar mínimo decir conflicto ministro pintar hacer trabajar pertoca francés inglés solucionar decir situación,NEUTRO
patético social nombrar poblar consignar dignidad igualdad pedir garantizar derecho responsabilidad,NEUTRO
predicar ejemplo irse vivir cárcel ser joven soñador quemar regimiento aprovechar vacación,NEUTRO
sres provida esperar segundar depositar pagar depósito despues intento ir pasar día hablar distinto reclamar,NEUTRO
pois esquezas,NEUTRO
joya difundir director orquestar convencional viaje nuevo mejor disponible streaming,NEUTRO
querer decir capaz romper alianza posible requerir condicionar especial temperatura poder ser llevar entidad perder propiedad hablar irma,NEUTRO
tener ampliación dar teo pasar dunha área especial protección dar minuto nacional así,NEUTRO
quixera traelos sentir sentir dar follar ver namóraste soñas alí,NEUTRO
elección coalición represalidos listo impulsar juntar,NEUTRO
partir pitar byron pasar ser importancia nacional cambiar clásico astillero ser mayor expectativa historia,NEUTRO
excusar pretexto estupidez suponer mascota defenderlos resultar salud muerto oficial exceso mortandad aprox,NEGATIVO
voz llorar rodo preciodo,NEGATIVO
incongruencia ignorancia,NEGATIVO
feliznavidad,POSITIVO
atención información publicar medio digital imprimir resolución emitir po,NEUTRO
momento historico justo vivir pandemia covid cambiar sistema politico millón paramilitar legizlanpor millón humano mas millón proximas,NEUTRO
buscar clase particular online presentar listar principal mejorar plataforma disponible ajustar nivelar curricular área desempeñar precio opción gratuito,NEUTRO
dejar quejarse peruano elegir autoridad directo salir dejar fiesta aglomeración final bueno aprender quedo,NEUTRO
feliznavidad próspero año nuevo desafío año recordar distanciar,POSITIVO
poner pensar fecho cuantxs parejo fingiran aguantar comentar,NEUTRO
libertar studiantil feliz fiesta líder mandar saludo bt,POSITIVO
𝗕𝗢𝗦𝗧𝗢𝗡 𝗟𝗘𝗚𝗔𝗟 hora 𝗠𝗔𝗥𝗧𝗘𝗦 prestigioso narrar vida privar profesional abogar alto nivel crane poole,NEUTRO
problema escribir solvencia intención retar parir vez izquierdista morar exalcalde bueno alabar mejor hacer,NEUTRO
efecto diciembre asumir cargar vicedecana calidad innovación docente coordinador relacionar laboral enero mano obrar afrontar reto,NEUTRO
querer discutir cine estupidez,NEUTRO
diciembre periodista cumplir mesar día preso ilegal privar,NEGATIVO
tiempo merecer equipar postergar afición infraestructura sobrar bueno negociar país,NEUTRO
morir revivir amistar ver pidiéndole consejo moda emos amistar,NEUTRO
dar destinar opinar igual querer ser fuerte inspirador,NEUTRO
oír gente país saber olentzero,NEUTRO
urgente comisión investigador investigar responsable escándalocon plata prestar poder cerrar contratar faltar estrategia corrupto incompetente político deber ser acusar negligencia,NEGATIVO
gracia franco sos pasar burgo tiempo,NEUTRO
hola bueno día abrazar,POSITIVO
coincidencia político operación oportunismo intento desinformación encantar sacar,NEUTRO
oír conocer gobernador fruto gobernador beber oriundo madagascar poseer sabor parecer contar artesanal,NEUTRO
suceso octoxenario caducar provocar accidentar poio,NEUTRO
recordar abandonar hormiguero año programar sección conquistar invitar nacional internacional suerte nuevo etapa profesional,NEUTRO
streaming mágico punto,NEUTRO
amor conocer fiestasdecembrinas respetar susanadistancia reforzar,NEUTRO
sitio prohibir insultar funcionario ley meter,NEUTRO
feliz lindar increíble ser querido amar,POSITIVO
endiciones ser nico irrepetible adie sonrisa nuevo portunidad feliz,POSITIVO
speaker lado acompañarnos informarnos felicidad tú genio,POSITIVO
inaugurar nuevo festividad navideño consistir ponerme pasamontañas ir casar pegar botella gente subir meme,POSITIVO
épocɑ mɑis mɑrɑvilhosɑ,POSITIVO
resultar muro alto resistir ataque desapercibido ceguera colectivo interesar decir problema carácter social implicarme,NEUTRO
partir político llevar año poder generar sensación cortijo impunidad interno ciudadano aborregar importar,NEUTRO
parteu vou ducharme auga fria marchar bitch,NEUTRO
año complejo inesperado nivel mundial desear feliz vida salud,POSITIVO
ser año coamp feliznavidad,POSITIVO
lograr,POSITIVO
aproveita este día lecer olimpíada españolar probo,NEUTRO
